설문번호,그룹번호,설문문항번호,설문문항
688,26,7,■ (교과목 현업도) 교육과정내 편성된 각 교과목들이 현업적용에 얼마나 기여했는지를 평가하는 문항입니다. 각 교과목에 해당하는 현업적용 기여도를 입력 바랍니다. 
688,26,8,교과목 : 국가안전 대진단의 이해
688,26,9,교과목 : [안전점검 실무] 전기분야
688,26,10,교과목 : [안전점검 실무] 가스분야
688,26,11,교과목 : [안전점검 실무] 보건·위생 분야
688,26,12,교과목 : [안전점검 실무] 소방 분야
688,26,13,교과목 :[안전점검 실무] 승강기 분야
688,26,14,교과목 : [안전점검 실무] 건축 분야
694,1,1,교육만족도 설문지입니다
694,1,2,성별
694,1,3,연령
694,1,4,교육이력
694,1,9,직업(퇴사자의 경우 퇴직 전)
694,5,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
694,5,2,교육운영에 관한 만족도 조사입니다.
694,5,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
694,5,4,이 과정의 교육인원은 적절하였습니까?
694,5,5,이 과정의 교육기간은 적절하였습니까?
694,5,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
694,5,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
694,6,5,교과목별 만족도 조사입니다.
694,6,6,강의내용‧스킬
694,6,7,교육자료
694,7,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
694,7,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
694,7,9,교육동기 및 참여정도에 대한 조사입니다. 
694,7,10,본 교육과정이 귀하의 시정참여 활동과 관련이 있다고 생각하십니까?
694,7,11,본 교육과정을 통해 귀하의 교육목표를 달성하셨습니까?
694,8,8,교육시설 및 환경에 관한 만족도 조사입니다
694,8,9,"교육시설(강의실, 분임토의실 등)에 대해 만족하십니까?"
694,8,10,급식의 질 및 위생상태에 대해 만족하십니까?
694,9,11,교육효과에 관한 만족도 조사입니다.
694,9,12,학습한 내용은 시정참여 활동에 도움이 될 것이라 생각하십니까?
694,9,13,학습한 내용은 본인의 역량을 높이는데 도움이 될 것 같습니까?
694,9,14,본 교육과정을 통해 귀하의 교육목표를 달성하셨습니까?
694,9,15,이 과정을 다른 지인에게 추천하시겠습니까?
694,10,1,[설문종료] 만족도 설문에 참여해 주셔서 감사드립니다.  교육과정 및 편의시설 등에 바라는 것이나 좋은 의견 있으시면 적어 주십시오. 
694,10,2,본 기관에서 개설되었으면 하는 강의가 있으시면 적어 주십시오. 
706,1,1,교육만족도 설문지입니다
706,1,2,성별
706,1,3,직급
706,1,4,근무연수
706,1,9,직렬(직종)
706,1,10,근무처
706,6,1,교과목별(강의/현장학습) 만족도 조사입니다. 
706,6,2,강의내용‧스킬
706,9,1,교육동기 및 참여정도에 대한 조사입니다.
706,9,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
706,10,1,교육시설(방문기관 등)에 대해서 만족하십니까?
706,10,2,교육시설 및 환경에 관한 만족도 조사입니다.
706,10,3,식사의 질 및 위생상태에 대해 만족하십니까?
706,10,4,식사에 대한 건의사항이나 기타의견 있으시면 작성 부탁드립니다. 
706,11,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
706,11,2,교육운영에 관한 만족도 조사입니다.
706,11,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
706,11,4,이 과정의 교육인원은 적절하였습니까?
706,11,5,이 과정의 교육기간은 적절하였습니까?
706,11,6,"이 과정의 교수방법(강의식, 체험식, 현장학습 등)은 교육내용을 이해하는데 효과적이었습니까?"
706,11,7,이 과정의 교육자료(안내지 등)는 교육내용을 이해하는데 도움이 되었습니까?
706,11,8,귀하께서 생각하시는 적정한 교육인원 수는 몇명입니까?
706,12,11,교육시기 및 기간에 관한 만족도 조사 입니다. 
706,12,12,귀하께서 생각하시는 적절한 교육시기는 언제입니까?
706,12,13,귀하께서 생각하시는 적정한 교육기간은 며칠입니까?
706,14,1,본 과정에 추가되었으면 하는 프로그램 및 방문지가 있다면 무엇입니까?
706,14,2,본 교육과정을 통해 부산에 대해 느낀 점은 무엇입니까?
706,14,3,[설문종료] 향후 부산의 미래에 대한 의견이 있으시다면 작성 부탁드립니다.
706,15,1,원하는 숙박의 형태는 무엇입니까?
706,15,2, 숙박시설에 관한 만족도 조사입니다.
706,15,3,인재개발원 측의 단체 예약 시 선호하는 숙박 형태는 무엇입니까?
706,17,1,부산에 대한 설문조사 입니다. 
706,17,2,귀하께서 본 교육과정 참여 전에 부산을 방문하신 적이 있으십니까?
706,17,3,귀하께서 본 교육과정 참여전에 가지고 있던 부산의 이미지는 어떤 것이었습니까?(중복응답 가능)
706,17,4,귀하께서 교육과정 참여 후에 가지게 된 부산의 이미지는 무엇입니까?(중복응답 가능)
706,17,5,이번 교육과정에서 가장 좋았던 방문지는 무엇입니까?(중복응답 가능)
706,17,6,이번 교육과정에서 개선되었으면 하는 방문지와 이유는 무엇입니까? 
706,19,1,교육효과에 관한 만족도 조사입니다. 
706,19,2,학습한 내용은 직무 활용 또는 자기개발에 도움이 됩니까?
706,19,3,학습한 내용은 본인의 역량을 높이는 데 도움이 될 것 같습니까?
706,19,4,본 교육과정을 통해 귀하의 교육목표를 달성하셨습니까?
706,19,5,이 과정을 다른 동료에게 추천하시겠습니까?
742,1,1,교육만족도 설문지입니다
742,1,2,성별
742,1,3,직급
742,1,4,근무연수
742,1,9,직렬(직종)
742,1,10,근무처
742,6,1,교과목별 만족도 조사입니다. 
742,6,2,강의내용‧스킬
742,6,3,교육자료
742,9,1,교육동기 및 참여정도에 대한 조사입니다.
742,9,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
742,9,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
742,9,7,귀하의 업무와 교육내용이 관련이 있습니까?
742,10,1,"교육시설(강의실, 분임토의실 등)에 대해 만족하십니까?"
742,10,2,교육시설 및 환경에 관한 만족도 조사입니다.
742,10,3,급식의 질 및 위생상태에 대해 만족하십니까?
742,11,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
742,11,2,교육운영에 관한 만족도 조사입니다.
742,11,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
742,11,4,이 과정의 교육인원은 적절하였습니까?
742,11,5,이 과정의 교육기간은 적절하였습니까?
742,11,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
742,11,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
742,12,11,교육효과에 관한 만족도 조사입니다.
742,12,12,학습한 내용은 직무 활용 또는 자기개발에 도움이 됩니까?
742,12,13,학습한 내용은 본인의 역량을 높이는데 도움이 될 것 같습니까?
742,12,14,본 교육과정을 통해 귀하의 교육목표를 달성하셨습니까?
742,12,15,이 과정을 다른 동료에게 추천하시겠습니까?
742,13,1,"귀하는 본 교육과정에서 새롭게 학습한 내용을 잘 이해하여, 본인의 지식·역량으로 만들었습니까?"
742,13,3,본 교육과정의 교육내용에 대한 학습이해도를 더 높이기 위해서는 교육훈련의 어느부분이 더 강화되어야 한다고 생각하십니까? (중복응답 가능)
742,13,4,본 과정의 교육내용에 대한 교육생의 학습이해도를 파악하기 위한 문항입니다. 
742,14,1,[설문종료] 이 밖에 교육과정 및 편의시설 등에 바라는 것이나 좋은 의견이 있으면 적어 주십시오.
743,1,1,교육만족도 설문지입니다
743,1,2,성별
743,1,3,직급
743,1,4,근무연수
743,1,9,직렬(직종)
743,1,10,근무처
743,6,1,교과목별 만족도 조사입니다. 
743,6,2,강의내용‧스킬
743,6,3,교육자료
743,7,1,전반적으로 실시간 온라인 교육이 기존 집합교육과 비교해 효과가 있었습니까?
743,7,3,실시간 온라인 교육에 대한 만족도입니다.
743,7,4,실시간 온라인 교육이 집합교육보다 집중도가 높았습니까?
743,7,5,"실시간 온라인 교육이 효과적인 수업방법(교안, 교재, 내용)으로 진행되어 집합교육보다 수업의 질이 더 높았습니까?"
743,7,6,실시간 온라인 교육이 집합교육보다 강사와 소통(질문)하기 더 쉬웠습니까?
743,7,9,실시간 온라인 교육에서 개선되어야 할 점은 무엇이라고 생각하십니까?(중복가능)
743,7,10,본 교육과정에 적합한 강의 형태는 무엇이라고 생각하십니까?
743,7,11,실시간 온라인 교육의 수업시간(길이)은 적절하였습니까?
743,7,12,[용어 안내]⊙ 집합교육: 기존 인재개발원 강의실에서 직접 대면으로 받는 교육⊙ 실시간 온라인교육: 강사와 실시간으로 화상강의(비대면)를 통해 진행하는 교육⊙ 사이버교육: 나라배움터 등에 접속해 사전 준비된 영상·슬라이더를 이용하는 교육
743,9,1,교육동기 및 참여정도에 대한 조사입니다.
743,9,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
743,9,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
743,9,7,귀하의 업무와 교육내용이 관련이 있습니까?
743,10,1,"실시간 온라인 교육을 위해 시스템에 접속하고, 접속 후 수업을 진행하는데 불편이 없었습니까?"
743,10,2,교육시설 및 환경에 관한 만족도 조사입니다.
743,10,3,"실시간 온라인 교육에 적응하고 집중할 수 있도록 교육지원(교육환경 구축, 장애 대응 등)이 충분하였습니까?"
743,11,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
743,11,2,교육운영에 관한 만족도 조사입니다.
743,11,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
743,11,4,이 과정의 교육인원은 적절하였습니까?
743,11,5,이 과정의 교육기간은 적절하였습니까?
743,11,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
743,11,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
743,12,11,교육효과에 관한 만족도 조사입니다.
743,12,12,학습한 내용은 직무 활용 또는 자기개발에 도움이 됩니까?
743,12,13,학습한 내용은 본인의 역량을 높이는데 도움이 될 것 같습니까?
743,12,14,본 교육과정을 통해 귀하의 교육목표를 달성하셨습니까?
743,12,15,이 과정을 다른 동료에게 추천하시겠습니까?
743,13,1,"귀하는 본 교육과정에서 새롭게 학습한 내용을 잘 이해하여, 본인의 지식·역량으로 만들었습니까?"
743,13,3,본 교육과정의 교육내용에 대한 학습이해도를 더 높이기 위해서는 교육훈련의 어느부분이 더 강화되어야 한다고 생각하십니까? (중복응답 가능)
743,13,4,본 과정의 교육내용에 대한 교육생의 학습이해도를 파악하기 위한 문항입니다. 
743,14,1,[설문종료] 이 밖에 교육과정 및 편의시설 등에 바라는 것이나 좋은 의견이 있으면 적어 주십시오.
744,1,1,교육만족도 설문지입니다
744,1,2,성별
744,1,3,연령
744,1,4,교육이력
744,1,9,직업(퇴사자의 경우 퇴직 전)
744,5,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
744,5,2,교육운영에 관한 만족도 조사입니다.
744,5,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
744,5,4,이 과정의 교육인원은 적절하였습니까?
744,5,5,이 과정의 교육기간은 적절하였습니까?
744,5,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
744,5,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
744,6,5,교과목별 만족도 조사입니다.
744,6,6,강의내용‧스킬
744,6,7,교육자료
744,7,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
744,7,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
